dteday,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,casual,registered
2/10/2012,10,0,0,2,1,2,0.56,0.5303,1,30
2/10/2012,10,1,0,2,1,2,0.54,0.5152,0,11
2/10/2012,10,2,0,2,1,2,0.54,0.5152,0,2
2/10/2012,10,3,0,2,1,2,0.54,0.5152,1,4
2/10/2012,10,4,0,2,1,2,0.56,0.5303,2,8
2/10/2012,10,5,0,2,1,2,0.56,0.5303,1,42
2/10/2012,10,6,0,2,1,3,0.58,0.5455,3,176
2/10/2012,10,7,0,2,1,3,0.58,0.5455,4,256
2/10/2012,10,8,0,2,1,3,0.6,0.5455,6,128
2/10/2012,10,9,0,2,1,3,0.58,0.5455,3,83
2/10/2012,10,10,0,2,1,3,0.58,0.5455,3,42
2/10/2012,10,11,0,2,1,3,0.58,0.5455,7,92
2/10/2012,10,12,0,2,1,2,0.6,0.5455,6,98
2/10/2012,10,13,0,2,1,2,0.6,0.5455,6,148
2/10/2012,10,14,0,2,1,3,0.6,0.5455,16,147
2/10/2012,10,15,0,2,1,3,0.62,0.5758,14,195
2/10/2012,10,16,0,2,1,3,0.62,0.5606,46,328
2/10/2012,10,17,0,2,1,3,0.62,0.5606,38,677
2/10/2012,10,18,0,2,1,3,0.62,0.5455,48,639
2/10/2012,10,19,0,2,1,3,0.62,0.5455,27,368
2/10/2012,10,20,0,2,1,3,0.62,0.5455,20,286
2/10/2012,10,21,0,2,1,3,0.62,0.5455,24,265
2/10/2012,10,22,0,2,1,2,0.62,0.5455,28,212
2/10/2012,10,23,0,2,1,2,0.62,0.5455,11,87
3/10/2012,10,0,0,3,1,3,0.62,0.5455,5,47
3/10/2012,10,1,0,3,1,2,0.62,0.5455,3,16
3/10/2012,10,2,0,3,1,2,0.62,0.5455,2,7
3/10/2012,10,3,0,3,1,2,0.6,0.5152,0,7
3/10/2012,10,4,0,3,1,2,0.6,0.5,2,9
3/10/2012,10,5,0,3,1,2,0.62,0.5455,2,32
3/10/2012,10,6,0,3,1,2,0.6,0.5152,4,173
3/10/2012,10,7,0,3,1,2,0.6,0.5152,11,504
3/10/2012,10,8,0,3,1,2,0.62,0.5606,28,781
3/10/2012,10,9,0,3,1,2,0.62,0.5758,30,332
3/10/2012,10,10,0,3,1,1,0.66,0.6061,29,146
3/10/2012,10,11,0,3,1,1,0.66,0.6061,52,178
3/10/2012,10,12,0,3,1,2,0.7,0.6515,69,289
3/10/2012,10,13,0,3,1,2,0.7,0.6667,55,224
3/10/2012,10,14,0,3,1,2,0.72,0.6818,56,195
3/10/2012,10,15,0,3,1,2,0.72,0.6818,59,260
3/10/2012,10,16,0,3,1,2,0.72,0.6667,42,436
3/10/2012,10,17,0,3,1,1,0.7,0.6515,84,833
3/10/2012,10,18,0,3,1,1,0.7,0.6515,54,756
3/10/2012,10,19,0,3,1,1,0.7,0.6515,49,544
3/10/2012,10,20,0,3,1,1,0.7,0.6515,48,449
3/10/2012,10,21,0,3,1,2,0.66,0.6212,14,195
3/10/2012,10,22,0,3,1,1,0.66,0.6212,9,232
3/10/2012,10,23,0,3,1,2,0.66,0.6061,21,199
4/10/2012,10,0,0,4,1,3,0.64,0.5758,11,65
4/10/2012,10,1,0,4,1,2,0.62,0.5455,2,23
4/10/2012,10,2,0,4,1,1,0.64,0.5758,3,10
4/10/2012,10,3,0,4,1,2,0.62,0.5606,5,6
4/10/2012,10,4,0,4,1,2,0.64,0.5758,0,10
4/10/2012,10,5,0,4,1,3,0.64,0.5758,2,37
4/10/2012,10,6,0,4,1,3,0.62,0.5455,1,132
4/10/2012,10,7,0,4,1,2,0.64,0.5758,12,379
4/10/2012,10,8,0,4,1,1,0.64,0.5758,27,711
4/10/2012,10,9,0,4,1,2,0.64,0.5758,40,319
4/10/2012,10,10,0,4,1,2,0.66,0.6061,27,150
4/10/2012,10,11,0,4,1,2,0.7,0.6515,38,176
4/10/2012,10,12,0,4,1,2,0.72,0.6667,57,231
4/10/2012,10,13,0,4,1,2,0.72,0.6667,63,231
4/10/2012,10,14,0,4,1,1,0.7,0.6515,56,211
4/10/2012,10,15,0,4,1,1,0.72,0.6667,77,248
4/10/2012,10,16,0,4,1,1,0.7,0.6515,86,411
4/10/2012,10,17,0,4,1,1,0.7,0.6515,112,789
4/10/2012,10,18,0,4,1,1,0.66,0.6212,75,812
4/10/2012,10,19,0,4,1,1,0.66,0.6212,67,467
4/10/2012,10,20,0,4,1,1,0.64,0.6061,50,391
4/10/2012,10,21,0,4,1,1,0.62,0.6061,33,288
4/10/2012,10,22,0,4,1,1,0.64,0.6212,29,203
4/10/2012,10,23,0,4,1,1,0.6,0.6212,18,137
5/10/2012,10,0,0,5,1,1,0.56,0.5303,16,86
5/10/2012,10,1,0,5,1,1,0.54,0.5152,3,43
5/10/2012,10,2,0,5,1,1,0.54,0.5152,1,10
5/10/2012,10,3,0,5,1,1,0.54,0.5152,5,11
5/10/2012,10,4,0,5,1,1,0.54,0.5152,0,11
5/10/2012,10,5,0,5,1,1,0.52,0.5,0,41
5/10/2012,10,6,0,5,1,1,0.52,0.5,4,133
5/10/2012,10,7,0,5,1,1,0.52,0.5,11,417
5/10/2012,10,8,0,5,1,1,0.58,0.5455,36,749
5/10/2012,10,9,0,5,1,1,0.6,0.6061,58,326
5/10/2012,10,10,0,5,1,1,0.66,0.6212,68,192
5/10/2012,10,11,0,5,1,1,0.7,0.6515,90,214
5/10/2012,10,12,0,5,1,1,0.72,0.6515,161,307
5/10/2012,10,13,0,5,1,1,0.7,0.6515,117,307
5/10/2012,10,14,0,5,1,1,0.74,0.6515,113,287
5/10/2012,10,15,0,5,1,1,0.72,0.6515,150,320
5/10/2012,10,16,0,5,1,1,0.72,0.6515,153,481
5/10/2012,10,17,0,5,1,1,0.7,0.6364,158,742
5/10/2012,10,18,0,5,1,1,0.64,0.6212,106,655
5/10/2012,10,19,0,5,1,1,0.62,0.5909,67,433
5/10/2012,10,20,0,5,1,1,0.6,0.5758,66,306
5/10/2012,10,21,0,5,1,1,0.6,0.5909,47,220
5/10/2012,10,22,0,5,1,1,0.6,0.5909,63,201
5/10/2012,10,23,0,5,1,1,0.58,0.5455,23,148
6/10/2012,10,0,0,6,0,1,0.56,0.5303,37,154
6/10/2012,10,1,0,6,0,1,0.56,0.5303,25,116
6/10/2012,10,2,0,6,0,1,0.56,0.5303,13,62
6/10/2012,10,3,0,6,0,1,0.54,0.5152,2,54
6/10/2012,10,4,0,6,0,1,0.54,0.5152,4,7
6/10/2012,10,5,0,6,0,1,0.54,0.5152,2,8
6/10/2012,10,6,0,6,0,1,0.54,0.5152,2,28
6/10/2012,10,7,0,6,0,1,0.54,0.5152,13,71
6/10/2012,10,8,0,6,0,1,0.56,0.5303,22,184
6/10/2012,10,9,0,6,0,1,0.6,0.5909,130,265
6/10/2012,10,10,0,6,0,1,0.62,0.6061,198,341
6/10/2012,10,11,0,6,0,1,0.64,0.6061,258,389
6/10/2012,10,12,0,6,0,1,0.7,0.6515,362,381
6/10/2012,10,13,0,6,0,2,0.64,0.6212,310,400
6/10/2012,10,14,0,6,0,2,0.6,0.6212,269,307
6/10/2012,10,15,0,6,0,1,0.6,0.6212,279,341
6/10/2012,10,16,0,6,0,1,0.6,0.6212,317,342
6/10/2012,10,17,0,6,0,1,0.54,0.5152,268,342
6/10/2012,10,18,0,6,0,1,0.52,0.5,183,312
6/10/2012,10,19,0,6,0,1,0.48,0.4697,102,239
6/10/2012,10,20,0,6,0,1,0.48,0.4697,75,172
6/10/2012,10,21,0,6,0,1,0.46,0.4545,78,137
6/10/2012,10,22,0,6,0,1,0.44,0.4394,45,140
6/10/2012,10,23,0,6,0,1,0.44,0.4394,37,142
7/10/2012,10,0,0,0,0,1,0.44,0.4394,28,99
7/10/2012,10,1,0,0,0,1,0.44,0.4394,29,80
7/10/2012,10,2,0,0,0,1,0.42,0.4242,10,64
7/10/2012,10,3,0,0,0,2,0.44,0.4394,5,17
7/10/2012,10,4,0,0,0,2,0.44,0.4394,5,6
7/10/2012,10,5,0,0,0,2,0.44,0.4394,2,8
7/10/2012,10,6,0,0,0,2,0.44,0.4394,4,19
7/10/2012,10,7,0,0,0,3,0.42,0.4242,6,29
7/10/2012,10,8,0,0,0,3,0.42,0.4242,11,51
7/10/2012,10,9,0,0,0,3,0.4,0.4091,16,70
7/10/2012,10,10,0,0,0,2,0.42,0.4242,41,144
7/10/2012,10,11,0,0,0,2,0.42,0.4242,76,260
7/10/2012,10,12,0,0,0,2,0.42,0.4242,100,292
7/10/2012,10,13,0,0,0,2,0.44,0.4394,80,240
7/10/2012,10,14,0,0,0,2,0.44,0.4394,71,243
7/10/2012,10,15,0,0,0,3,0.42,0.4242,74,232
7/10/2012,10,16,0,0,0,3,0.4,0.4091,87,246
7/10/2012,10,17,0,0,0,3,0.4,0.4091,35,122
7/10/2012,10,18,0,0,0,3,0.4,0.4091,24,82
7/10/2012,10,19,0,0,0,2,0.4,0.4091,17,97
7/10/2012,10,20,0,0,0,1,0.4,0.4091,19,97
7/10/2012,10,21,0,0,0,1,0.38,0.3939,22,91
7/10/2012,10,22,0,0,0,1,0.38,0.3939,7,72
7/10/2012,10,23,0,0,0,1,0.36,0.3485,12,68
8/10/2012,10,0,1,1,0,1,0.38,0.3939,7,44
8/10/2012,10,1,1,1,0,1,0.34,0.3333,2,35
8/10/2012,10,2,1,1,0,1,0.34,0.3333,3,12
8/10/2012,10,3,1,1,0,1,0.34,0.3485,2,8
8/10/2012,10,4,1,1,0,1,0.32,0.3333,1,6
8/10/2012,10,5,1,1,0,1,0.34,0.3182,2,17
8/10/2012,10,6,1,1,0,1,0.34,0.3485,5,54
8/10/2012,10,7,1,1,0,2,0.34,0.3333,3,151
8/10/2012,10,8,1,1,0,2,0.36,0.3485,23,374
8/10/2012,10,9,1,1,0,2,0.38,0.3939,59,273
8/10/2012,10,10,1,1,0,2,0.38,0.3939,69,229
8/10/2012,10,11,1,1,0,2,0.4,0.4091,72,236
8/10/2012,10,12,1,1,0,2,0.42,0.4242,74,267
8/10/2012,10,13,1,1,0,2,0.42,0.4242,82,323
8/10/2012,10,14,1,1,0,2,0.42,0.4242,121,299
8/10/2012,10,15,1,1,0,3,0.42,0.4242,76,294
8/10/2012,10,16,1,1,0,3,0.42,0.4242,61,316
8/10/2012,10,17,1,1,0,2,0.42,0.4242,81,416
8/10/2012,10,18,1,1,0,2,0.42,0.4242,41,415
8/10/2012,10,19,1,1,0,2,0.4,0.4091,38,333
8/10/2012,10,20,1,1,0,3,0.4,0.4091,20,207
8/10/2012,10,21,1,1,0,2,0.4,0.4091,17,134
8/10/2012,10,22,1,1,0,3,0.4,0.4091,6,101
8/10/2012,10,23,1,1,0,2,0.4,0.4091,9,60
9/10/2012,10,0,0,2,1,2,0.38,0.3939,9,22
9/10/2012,10,1,0,2,1,3,0.36,0.3485,0,13
9/10/2012,10,2,0,2,1,3,0.36,0.3333,2,5
9/10/2012,10,3,0,2,1,3,0.36,0.3333,0,3
9/10/2012,10,4,0,2,1,3,0.36,0.3485,1,6
9/10/2012,10,5,0,2,1,2,0.38,0.3939,0,19
9/10/2012,10,6,0,2,1,2,0.38,0.3939,2,141
9/10/2012,10,7,0,2,1,1,0.38,0.3939,5,357
9/10/2012,10,8,0,2,1,2,0.42,0.4242,15,698
9/10/2012,10,9,0,2,1,2,0.42,0.4242,37,345
9/10/2012,10,10,0,2,1,2,0.44,0.4394,33,131
9/10/2012,10,11,0,2,1,2,0.48,0.4697,37,156
9/10/2012,10,12,0,2,1,2,0.48,0.4697,43,217
9/10/2012,10,13,0,2,1,2,0.5,0.4848,54,184
9/10/2012,10,14,0,2,1,2,0.54,0.5152,43,201
9/10/2012,10,15,0,2,1,2,0.52,0.5,59,195
9/10/2012,10,16,0,2,1,2,0.5,0.4848,70,354
9/10/2012,10,17,0,2,1,2,0.52,0.5,73,733
9/10/2012,10,18,0,2,1,2,0.5,0.4848,26,758
9/10/2012,10,19,0,2,1,2,0.5,0.4848,31,483
9/10/2012,10,20,0,2,1,2,0.5,0.4848,30,330
9/10/2012,10,21,0,2,1,2,0.48,0.4697,16,209
9/10/2012,10,22,0,2,1,2,0.48,0.4697,7,155
9/10/2012,10,23,0,2,1,2,0.48,0.4697,8,76
10/10/2012,10,0,0,3,1,2,0.46,0.4545,0,33
10/10/2012,10,1,0,3,1,2,0.46,0.4545,2,6
10/10/2012,10,2,0,3,1,2,0.46,0.4545,2,6
10/10/2012,10,3,0,3,1,2,0.46,0.4545,0,6
10/10/2012,10,4,0,3,1,2,0.46,0.4545,0,6
10/10/2012,10,5,0,3,1,2,0.46,0.4545,2,38
10/10/2012,10,6,0,3,1,2,0.46,0.4545,3,172
10/10/2012,10,7,0,3,1,1,0.46,0.4545,9,498
10/10/2012,10,8,0,3,1,1,0.5,0.4848,33,806
10/10/2012,10,9,0,3,1,1,0.54,0.5152,35,331
10/10/2012,10,10,0,3,1,1,0.56,0.5303,27,190
10/10/2012,10,11,0,3,1,1,0.54,0.5152,53,238
10/10/2012,10,12,0,3,1,1,0.54,0.5152,78,312
10/10/2012,10,13,0,3,1,1,0.56,0.5303,60,237
10/10/2012,10,14,0,3,1,1,0.6,0.6212,63,208
10/10/2012,10,15,0,3,1,1,0.6,0.6212,58,261
10/10/2012,10,16,0,3,1,1,0.6,0.6212,92,474
10/10/2012,10,17,0,3,1,1,0.58,0.5455,91,857
10/10/2012,10,18,0,3,1,2,0.56,0.5303,57,787
10/10/2012,10,19,0,3,1,2,0.56,0.5303,32,534
10/10/2012,10,20,0,3,1,1,0.52,0.5,21,371
10/10/2012,10,21,0,3,1,1,0.5,0.4848,18,251
10/10/2012,10,22,0,3,1,1,0.46,0.4545,27,170
10/10/2012,10,23,0,3,1,1,0.44,0.4394,17,119
11/10/2012,10,0,0,4,1,1,0.44,0.4394,1,41
11/10/2012,10,1,0,4,1,1,0.44,0.4394,1,10
11/10/2012,10,2,0,4,1,1,0.42,0.4242,4,7
